recipe_id,recipe_name,ingredients,quantity,text
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Сыр Пармезан,30 гр.,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Масло оливковое,2 ст.л.,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня), Заправка салатаАнчоусы,4 шт,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Сок,1 ч.л.,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Горчица,1 ч.л.,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Соль,по вкусу,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
27,Салат Цезарь с кальмарами и креветками рецепт на 2 порции (Европейская кухня),Перец красный молотый,по вкусу,"На этот раз позвольте представить вашему вниманию один из многочисленных вариантов всеми любимого салата Цезарь. Если вы любите морепродукты, то это блюдо точно придется вам по вкусу. Салат Цезарь с креветками и кальмарами, можно приготовить легко и быстро, ведь для этого есть рецепт. Этот салат украсит как романтический ужин, так и праздничный стол.Начать следует с подготовки морепродуктов. Замороженные кальмары нужно залить кипятком, после чего очистить от пленки и удалить внутренности. Нарезать очищенные кальмары можно колечками, соломкой или кубиками, как вам больше нравится.С креветками нужно сделать все то же самое, что и с кальмарами - разморозить и почистить.Зубчики чеснока тоже нужно очистить и измельчить. Далее обжарить чеснок в оливковом масле в сковороде, обязательно нужно, чтобы масло впитало в себя аромат чеснока. Не дайте чесноку сгореть, это испортит аромат масла! По завершении обжаривания чеснок следует убрать из масла. И вот, наше оливковое масло превратилось в чесночное.В чесночном масле нужно обжарить морепродукты.Ломтики багета нарезать кубиками любого размера, но лучше конечно поменьше, и тоже обжарить в масле до румяной корочки.Теперь с помощью крупной терки натереть немного сыра.Для салата также необходим соус. В чашу блендера добавить оливковое масло, анчоусы, горчицу, лимонный сок, рубленный чеснок, а также соль и перец по желанию, после чего взбить до однородной смеси.Наконец все ингредиенты готовы, теперь можно оформлять салат. Листья салата промыть и обсушить, порвать и выложить на блюдо, после чего разложить обжаренные морепродукты и полить соусом, добавить в салат сухарики и посыпать тертым сыром. Салат Цезарь с креветками и морепродуктами можно подавать на стол."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Листовой салат,5 - 6 шт.,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Помидоры черри,100 гр.,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Сыр Пармезан,50 гр.,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Креветки свежие,100 гр.,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Батон,3 кусочка,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Соль,1 щепотка,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
28,Салат Цезарь с креветками рецепт на 2 порции (Европейская кухня),Масло оливковое,2 ст.л.,"Ведь ни для кого не секрет, что салат Цезарь включает в себя свежие овощи с хрустящими гренками и фирменным соусом с куриным филе. В данном рецепте мы рассмотрим приготовление салата Цезаря без добавления курицы, вместо неё мы будем использовать креветки. Благодаря чему салат приобретёт необычный вкус и станет необычным блюдом на Вашем столе!Для того чтобы сделать соус для нашего салата нам понадобится. Сначала отварить куриное яйцо в подсоленной воде. Затем очистить его и положить в глубокую посуду, поливаем лимонным соком и добавляем горчицу, после чего измельчаем ингредиенты при помощи блендера. При помешивании поливаем растительным маслом и кладём измельчённые анчоусы. Когда масса станет однородной, добавляем соль, бальзамический уксус, перец.Очищаем листья салата и промываем под чистой проточной водой, вытираем насухо полотенцем. После чего вручную разрываем на маленькие кусочки. Накладываем салатные листья в салатницу и заправляем нашим готовым соусом и тщательно перемешиваемТоматы черри так же промываем под чистой водой, протираем и разрезаем на половинки. Накладываем томаты поверх листьев салатаНатираем сыр Пармезан на мелкой тёрке и выкладываем в салатницу. Предварительно размороженные креветки смачиваем в оливковом масле с лимонным соком. Разогреваем сковороду, выкладываем сочные креветки и обжариваем с двух сторон пару минут. Затем помещаем креветки в салатницу.Приготовление гренок. Берём свежий батом и нарезаем мелкими кубиками, разогреваем сковороду поливаем растительным маслом и выкладываем нарезанные кубики и жарим до появления румяной корочки. Гренки необходимо накладывать перед подачей салата, для придания хрустящего вкуса."
