recipe_id,cuisine,meal_mode,recipe_name,portions,calories,proteinContent,fatContent,carbohydrateContent,ingr_name,ingr_qwn,measure,quantity,text
8,Итальянская кухня,Паста и пицца,Спагетти с чесноком и маслом,4,688,15,27,96,Молотый черный перец,по вкусу,,,"Поставить спагетти вариться и где-то за 5 минут до готовности спагетти раскочегарить сковороду, влить в нее оливковое масло и на оливковом масле обжарить давленый чеснок и нарезанный крупной стружкой перец чили. Как только чеснок размягчится, добавить мелко нарубленную петрушку, перемешать и снять с огня. После того как спагетти сварятся до состояния аль денте, слить воду и вывалить спагетти в сковороду с обжаренным чесноком, перцем и петрушкой. На небольшом огне потомить эту смесь полминуты, постоянно помешивая, добавить сок половины лимона и цедру половины лимона, посолить, поперчить, перемешать. И подавать к столу."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Куриное яйцо,6 штук,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Сладкий перец,3 штуки,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Красный лук,1 головка,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Петрушка,20 г,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Капуста брокколи,150 г,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Лимон,¼ штуки,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Оливковое масло,50 мл,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Чеснок,2 зубчика,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Сливочное масло,30 г,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Тимьян,1 пучок,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Мускатный орех,по вкусу,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Паприка,по вкусу,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Соль,по вкусу,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
9,Итальянская кухня,Завтраки,Фриттата с брокколи и сладким перцем,4,377,15,29,14,Молотый черный перец,по вкусу,,,"Смешать яйца с солью, молотым мускатным орехом и паприкой. Разобрать брокколи на соцветия, перец очистить от кожицы и нарезать тонкой соломкой. Лук нарезать тонкими полукольцами. Чеснок и петрушку мелко нарубить, смешать их с соком лимона и оливковым маслом. Нарезанный лук обжарить на сливочном масле до мягкости, добавить брокколи, обжаривать минуту, после чего отправить туда же перец, жарить еще минуту, добавить щепотку листьев тимьяна, через минуту петрушку с чесноком в лимонном соке и масле, а через тридцать секунд залить яйцами. Когда яйца начнут застывать, отправить сковороду в разогретую до 180 градусов духовку на семь-десять минут. Подавать, посолив, поперчив и посыпав листиками тимьяна."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Репчатый лук,1 штука,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Петрушка,по вкусу,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Сушеный базилик,по вкусу,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Соль,по вкусу,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Молотый черный перец,по вкусу,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Пшеничная мука,40 г,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Молоко,400 мл,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Смешанный фарш,500 г,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
10,Итальянская кухня,Паста и пицца,Лазанья с мясным фаршем и пармезаном,4,742,39,45,48,Томатное пюре,500 г,,,"Для фарша мелко нарезанную луковицу обжарьте до золотистого цвета. Мясной фарш добавьте к луку и жарьте все вместе до готовности мяса. Посолите и поперчите по вкусу. Когда фарш будет готов, в него нужно добавить измельченные помидоры без кожицы (это может быть готовое томатное пюре (пассата), измельченные томаты в собственном соку, или свежие помидоры, очищенные от кожицы и мелко нарезанные). Продолжайте готовить на небольшом огне минут 10, чтобы лишняя жидкость испарилась. В конце добавьте зелень. Для соуса бешамель растопите сливочное масло в толстостенной посуде на небольшом огне, добавьте муку, размешайте. В горячую смесь (она называется — ру) понемногу добавьте холодное молоко, тщательно мешая. На это время посуду лучше снять с огня. Когда все молоко будет добавлено, поставьте соус на небольшой огонь и варите, постоянно помешивая, около 5 минут. Когда соус загустеет, снимите с огня. Прямоугольную жаропрочную форму смажьте маслом или выложите дно бумагой или пленкой для выпекания, положите листы лазаньи по размеру дна, сверху распределите немного бешамеля. На бешамель выложите мясной фарш, накройте листом лазаньи и чередуйте слои, пока не достигнете нужной высоты. Последним слоем должен быть бешамель. Посыпьте лазанью тертым пармезаном и запекайте 30 минут в разогретой до 190 градусов духовке. Чтобы пармезан не сгорел, можно прикрыть форму фольгой на первые 20 минут. Готовую лазанью выньте из духовки, дайте постоять минут 10, а затем нарежьте на порции."
