id_recipe,name_recipe,portions,calories,protein,fat,carbo,text_recipe,vegeterian
438,Запеченный говяжий край,6,571,49,40.0,5.0,"Говядину очистить от пленок и жира, связать кулинарной ниткой, чтобы сохранить плотность и сочность, посолить, ­по­перчить и обжарить на растительном масле со всех сторон до корочки коричнево­го цвета. То есть внешне этот кусок должен выглядеть как совершенно готовый. Затем ­вынуть мясо из сковороды, завернуть в фольгу и дать ему ­несколько минут отдохнуть в сторонке. На сковороде тем временем обжарить морковь, лук и сельдерей. Обжарить на растительном масле, добавив для запаха небольшой кусок говяжьего жира. Говядину вместе с овощами и букетом гарни положить на противень и запекать шестьдесят-семьдесят минут при температуре 200 градусов. Достать мясо из духовки, опять завернуть его в фольгу и датьотдохнуть ему еще минут десять-пятнадцать, прежде чем тащить на стол. Говядине надо восстановиться после температурного шока, чтобы на тарелке быть нежной, как будто ее жестоко не жарили в печи, а делали ей расслабляющий горячий массаж.",False
439,Мусака,12,719,17,60.0,24.0,"Помидоры пробить в блендере в пюре. Сушеную смородину залить небольшим количеством кипятка на полчаса. Затем обсушить. Столовую ложку оливкового масла разогреть в сковороде, добавить фарш, кайенский перец, корицу, имбирь, гвоздику, соль и перец и тушить, помешивая, пять минут. Затем переложить мясо в сито и установить над миской, дать стечь соку. Из сковороды тоже вылить лишнюю жидкость, добавить в нее оставшееся оливковое масло, измельченные чеснок и красный перец (его предварительно нужно обжечь и очистить от кожицы и семян) и мелко нарезанный лук. Тушить десять минут. Затем влить вино и готовить, помешивая, десять минут, пока оно не выпарится. Добавить помидоры, смородину и фарш. Перемешать и готовить на среднем огне полчаса, пока соус не загустеет. Баклажаны нарезать кольцами толщиной в миллиметр и поджарить порциями на растительном масле до золотистого цвета с обеих сторон. Обсушить на бумажных полотенцах. Нарезанный такими же ломтиками картофель точно так же обжарить до мягкости. Сделать соус бешамель: на среднем огне в сотейнике растопить сливочное масло и, помешивая, прогреть в течение пары минут. Добавить муку, влить, не прекращая мешать, молоко, бросить лавровый лист и варить пятнадцать минут. Посолить, поперчить, добавить мускатный орех, удалить лавровый лист. Остудить в течение пяти минут. В миске отдельно взбить йогурт и желтки. Духовку разогреть до 200 градусов. На дно формы для выпекания выложить картофельные ломтики, посолить и поперчить. Сверху — ломтики баклажана, тоже посолить и поперчить. Покрыть сверху мясным соусом. Затем залить мясо соусом бешамель и разровнять поверхность. Посыпать пармезаном и запекать сорок — сорок пять минут.",False
440,Запеканка с курицей и кабачками,8,258,25,14.0,8.0,"Духовку нужно разогреть до 180 градусов. Отварить куриное филе в подсоленной воде. Долго варить не нужно, оно должно остаться сочным. Нарезать филе кусочками и поставить остывать. Нарезать лук полукольцами и обжарить его на растительном масле до золотистого цвета. Крупно нарезать чуть больше половины кабачка, добавить к луку и тушить до мягкости. Измельчить чеснок и добавить к овощам. На крупной терке натереть сыр. Взбить яйца с щепоткой соли. Смешать взбитые яйца, половину сыра, муку, сливки и творог, добавить куриное филе и кабачок с луком и чесноком, посолить и еще раз все хорошенько перемешать. Дальше нужно выложить тесто в форму, лучше в разъемную, с ней удобнее, поперчить и посыпать орегано. Оставшийся кабачок нарезать тонкими пластинками и уложить сверху на тесто. Далее оставшимся натертым сыром посыпаем верхний слой и ставим выпекать на 30–40 минут, пока сыр сверху не зарумянится.",False
441,Жульен с курицей и грибами,4,232,17,17.0,3.0,"Куриную грудку нарезать тонкой соломкой и обжарить. Отдельно обжарить грибы и лук, добавить их к обжаренной грудке, налить в сковороду сливки и довести до кипения. Затем переложить в кокотницы, посыпать тертым сыром и запечь при температуре 180 градусов около 10–15 минут.",False
442,Феттучини с грибами в сливочном соусе,4,603,20,23.0,76.0,"Добавляем в сковороду сливочное масло и небольшое количество оливкового масла; когда масло растопится, добавляем чеснок (желательно слегка раздавить его ножом) и обжариваем в течение 3 минут, после чего чеснок вынимаем. Нарезанные пластинами шампиньоны, кладем в сковороду. Грибы обжариваем до полного испарения сока — они должны уже начать поджариваться, тогда добавляем к ним рубленный лук. Грибы и лук обжариваем до золотистого цвета, потом солим и перчим по вкусу и добавляем сливки. Готовим примерно 10 минут на медленном огне. Имейте ввиду, что ваш соус не должен быть слишком густым. Если так получилось — добавляйте в соус немного кипяченой воды и проварите еще пару минут. В это время отправляем вариться феттучини в подсоленную воду до состояния аль денте (слегка недоваренного), можете добавить любую другую пасту по вашему желанию. В воду лучше добавить пару ложек растительного масла, чтобы макароны не слиплись. Как только феттучини сварятся, откидываем их в дуршлаг. Можете добавить немного сливочного масла. Выкладываем макароны на тарелку и сверху поливаем соусом. Для большей пикантности готовое блюдо можете посыпать тертым пармезаном и сушенным базиликом.",False
443,Домашние заварные профитроли,4,386,9,26.0,29.0,"Вскипятить один стакан воды. Добавить соль и нарезанное небольшими кусочками масло. Уменьшить огонь до минимума. Просеять муку, непрерывно помешивая венчиком. Размешивать, не снимая с огня, до получения однородной массы. Переложить получившееся тесто в миску. Вбить яйца по одному, каждый раз тщательно перемешивая. Взбить тесто деревянной ложкой, пока не получится однородная блестящая масса. Выложить тесто размером с грецкий орех на пергамент или силиконовый коврик с помощью кондитерского мешка или двух ложек. Выпекать в духовке при температуре 200 градусов в течение 10 минут, затем увеличить температуру до 220 градусов и выпекать еще 10–15 минут. Готовые профитроли проколоть с одной стороны тонким ножом, чтобы выпустить пар.",False
444,Куриное филе под соусом терияки,4,205,37,2.0,8.0,"Смешать соевый соус, мед и томатную пасту. Прокипятить минут 5 и дать остыть. Куриное филе промыть, нарезать небольшими кусочками и переложить в миску. В миску с куриным филе влить готовый соус, перемешать и дать постоять минут 5. Разогреть сковороду и обжарить кусочки мяса на оливковом масле до золотистой корочки.",False
445,Руккола с редисом и помидорами,2,124,2,10.0,6.0,"Подготовить все ингредиенты. Рукколу промыть и порвать руками на части. Редис порезать тонкими кружочками. Помидоры черри разрезать пополам. Добавить кедровые орехи. Заправить все оливковым маслом, лимонным соком, солью и перцем по вкусу.",False
446,Творожная запеканка с бананами,4,502,31,21.0,49.0,"Взбить яйца с сахаром, добавить сливки и еще раз взбить. Добавить творог, муку и разрыхлитель, тщательно перемешать. Порезать кубиками бананы и перемешать с творожной массой. Смазать форму маслом и вылить в нее массу. Поставить в разогретую духовку и выпекать при температуре 180 градусов около 40 минут до появления золотистой корочки.",False
447,Говяжьи бургеры,6,1452,68,56.0,167.0,"Все мясо нарезать небольшими кубиками, посолить и оставить на час при комнатной температуре, а затем прокрутить в мясорубке — так, чтобы ленты фарша ложились на пленку слоями, не перемешиваясь. Поперчить, аккуратно свернуть пленку с мя­сом так, чтобы получилась колбаска, и положить ее в холодиль­ник минимум на два часа. Нарезать мясную колбасу на кот­леты толщиной примерно в 2,5 см. Раскалить на сковородке растительное масло и обжарить на нем котлеты — по минуте с каждой стороны: они будут выглядеть готовыми, а внутри оставаться сырыми. Затем переложить их на противень и минут на пять-семь отпра­вить в духовку, разогретую до 180 градусов. На оливковом масле обжарить до мягкости мелко нарубленные луковицу и чеснок, добавить помидоры и тушить пять-семь минут, а потом посолить, поперчить, влить винный уксус, посыпать сахаром и перемешать. Подогретые куски хлеба намазать получившимся соусом, положить сверху салатных листьев, нарубленных в тонкую лапшу, несколько долек соленого огурца, майонез (можно приготовить самостоятельно) и горчицу, а на них — котлету. Накрыть второй половинкой булки, также смазанной соусами.",False
448,Том ям кунг,2,541,29,39.0,16.0,"Галангал нарезать крупно, лимонное сорго — тонко. Чили настругать вместе с семенами. Шампиньоны порезать на четыре части. Оторвать у кинзы листики. Креветки очистить от панциря, черной полоски на спинке и оставить хвостики для красоты. Кокосовое молоко хорошо перемешать в банке. В разогретое в жаропрочной кастрюле масло закинуть галангал, лимонное сорго, чили, листья лайма и залить бульоном. Дать покипеть несколько минут и добавить кокосовое молоко (лучше взять консервированное из банки, оно погуще). Когда суп снова закипит, добавить шампиньоны и том ям пасту. Готовить лучше на самом большом огне, не стесняясь. Потом выжать туда половину лайма, добавить креветки и 2 столовые ложки рыбного соуса, посолить, если нужно и закинуть несколько щепоток тростникового сахара. Разлить по тарелкам, украсить кинзой и подавать с рисом на пару.",False
449,Салат из крабовых палочек с кукурузой,6,450,16,21.0,49.0,"Отварить рис и охладить. Яйца сварить вкрутую, очистить и мелко нарезать. Крабовые палочки порезать небольшими кусочками. Слить с кукурузы сок, смешать с крабовыми палочками, яйцами и рисом. Добавить мелко рубленную зелень. Посолить, заправить салат майонезом и перемешать.",False
450,"Кальмары, тушенные в сметане",6,846,127,29.0,20.0,"Замороженные кальмары положить в миску, обдать кипятком и удалить пленку и внутренности. Нарезать соломкой. Порезать лук, морковь и чеснок и обжарить их на растительном масле до золотистого цвета. К овощам добавить кальмары, сметану, посолить, поперчить и тушить около 10 минут.",False
451,Настоящий узбекский плов,12,517,17,39.0,26.0,"Рис промыть так, чтобы последняя вода оставалась прозрачной. Головки чеснока очистить от шелухи, но не разделять на зубчики. 3 луковицы и морковь очистить, лук порезать полукольцами, а морковь — тонкой соломкой. Казан разогреть и раскалить в нем масло. В этом масле обжарить неочищенную луковицу до тех пор, пока она не почернеет. Удалить ее. Остальной лук нарезать и, помешивая, обжарить его до темно-золотого цвета, это займет чуть меньше 10 минут. Добавить баранину, нарезанную кубиками, и жарить до появления корочки. Добавить морковь, жарить, не мешая, 3 минуты, затем все хорошо перемешать и готовить еще 10 минут, постоянно помешивая. Влить кипяток так, чтобы он был выше всего содержимого казана на 1 см. Добавить острый сушеный перец, еще раз уменьшить огонь и тушить в течение часа. Смешать зиру и кориандр, растереть руками или в ступке, но лучше — руками. Добавить барбарис и отправить все вместе к мясу. Добавить соль. Уменьшить огонь и готовить до мягкости моркови примерно 10–15 минут. Еще раз промыть рис, дать стечь воде. Выложить на мясо, разровнять. Увеличить огонь до максимального и влить в казан кипяток так, чтобы он покрыл рис слоем в 3 сантиметра. Как только рис впитает воду, вдавить в содержимое казана головки чеснока, убавить огонь до среднего и тушить до готовности риса. С помощью шумовки проверить готовность: если при легком ударе по поверхности риса звук будет глухим, в плове необходимо будет сделать несколько сквозных проколов с помощью тонкой деревянной шпажки. Затем накрыть крышкой, убавить огонь до самого минимума и оставить на 30 минут.",False
452,Тушеные кабачки,4,364,6,25.0,29.0,"Кабачки очистить от кожуры и нарезать нетолстыми кольцами. Молодые кабачки можно не чистить. Морковь натереть на терке, помидоры, укроп и лук мелко нарезать. Кольца кабачков посолить, обвалять в муке и обжарить по 3 минуты с каждой стороны до золотистой корочки. Переложить в кастрюлю с толстым дном. Обжарить на сковороде лук и морковь и добавить к кабачкам. Туда же добавить помидоры и выдавить чеснок. Влить четверть стакана воды, накрыть крышкой и тушить 10–12 минут. Снять крышку, тушить еще 5 минут, чтобы выпарилась лишняя влага. Добавить сметану, соль, перец и тушить еще 5–6 минут. Готовые кабачки снять с огня и посыпать измельченным укропом.",False
453,"Салат с перепелиными яйцами, семгой и томатами черри",4,277,9,26.0,3.0,"Салат промыть. Разрезать кочан на небольшие части и обсушить на салфетке. Перепелиное яйцо сварить в кипящей воде в течение 3–4 минут, затем немедленно переложить в холодную воду и дать полностью остыть. Очистить и разрезать каждое яйцо пополам. Томаты черри промыть и, разрезав на 4 части, приправить солью. Петрушку промыть и обсушить. Для соуса в блендере взбить лимонный сок, оливковое масло и петрушку до однородной массы, приправить солью и перцем. Салат выложить горкой на тарелку. Семгу нарезать тонкими ломтиками или кубиками, выложить на салат. Добавить дольки томатов черри и половинки перепелиных яиц. Перед подачей украсить полученным соусом.",False
454,Салат с курицей в азиатском стиле,2,493,34,25.0,36.0,"Куриное филе нарезать соломкой, посыпать мукой, добавить 2 столовые ложки соевого соуса и чайную ложку кунжутного масла. Перемешать, чтобы все куски курицы оказались в панировке. Раскалить сковороду и, разобрав слипшиеся куски, обжарить обвалянную в муке курицу на оливковом масле до золотистого цвета. Потом переложить ее на бумажные салфетки, чтобы они впитали лишнее масло. Крупно нарезать китайскую капусту. Взять по половине красного и зеленого перца и нарезать тонкой длинной соломкой. Такой же соломкой нарезать ­половину небольшой моркови и перо зеленого лука. Переложить овощи в миску. Добавить нарезанный красный лук, немного крупно нарезанной кинзы и грецкого ореха, а также мелко нарезанные имбирь и чеснок. Орехи можно не рубить, а просто разломать руками на небольшие кусочки. Для заправки смешать по чайной ложке соевого соуса, кленового сиропа и оливкового масла с половиной чайной ложки кунжутного масла. Залить смесью салат и перемешать — лучше всего руками, чтобы овощная соломка не потеряла форму. Выложить обжаренную курицу в глубокие тарелки, сверху засыпать салатом.",False
455,Классический чизкейк,12,421,8,27.0,38.0,"Застелить противень пекарской бумагой. Тесто выложить в поставленное на него кулинарное кольцо диаметром 30 см. Разогреть духовку до 180 градусов и подержать там тесто, пока оно не станет золотистым, минут пятнадцать. Готовому коржу дать полчаса на остывание. Смешать сыр и 150 г сахара, выскрести в смесь зернышки из стручка ванили. Добавить муку, 40 мл сливок, яйца и желток. Довести до однородного состояния в блендере. Стенки кольца с коржом проложить изнутри пекарской бумагой. Переместить на корж сырную смесь и поставить противень на час в духовку с температурой 100 градусов. Для глазури взять листовой желатин и замочить в воде на пять минут. В сотейник положить 30 г сахара, добавить две столовые ложки воды и довести до кипения. Когда сироп немного остынет, переложить в него желатин и влить 200 мл сливок. Залить глазурью остывший чизкейк и убрать его в холодильник на пару часов. Разогреть в сотейнике сливочное масло, половину стручка ­ванили и 50 г сахара. Добавить нарезанную небольшими кубиками курагу и продолжать обжаривать, непрерывно поме­шивая. Влить 50 мл воды, вы­парить ее полностью, продолжать добавлять и выпаривать до тех пор, пока курага не станет мягкой. Перед подачей чизкейк разрезать, разложить по тарелкам, а рядом положить немного компота из кураги.",False
456,Классические белорусские драники,4,157,5,2.0,30.0,"Картофель необходимо в сыром виде очистить от кожуры, тщательно вымыть и натереть на мелкой терке. Для измельчения картофеля можно также воспользоваться блендером или перекрутить его через мясорубку. Аналогично нужно измельчить репчатый лук и добавить его к картофелю. В луково-картофельную смесь для связки добавляется сырое яйцо, а также специи по вкусу (в основном, черный молотый перец и соль) и мука. Тесто для драников тщательно замешивается до однородности. Сковорода с раскаленным маслом уже ожидает драников, поэтому с этого момента начинается сам процесс жарки. Тесто для драников нужно аккуратно, при помощи столовой ложки, выкладывать на сковородку в виде блинчиков. Размер драников зависит от предпочтений хозяйки. Они могут быть большими, тогда их в дальнейшем можно будет скрутить с разнообразной начинкой, трансформируя обыкновенные драники в фаршированную вкуснотищу. Драники могут быть и совсем маленькими, тогда их будет удобно подавать на небольших тарелках, к тому же, они наверняка понравятся малышам. Обжариваются драники на среднем огне с двух сторон до появления красивой румяной корочки, после чего сковородка накрывается крышкой, а блинчики прожариваются еще приблизительно три минуты на маленьком огне.",False
457,Бульбяная яичница,8,327,11,19.0,30.0,"Картошку почистить, нарезать, сварить и превратить в пюре. Смешать муку со сметаной. Отдельно взбить яйца с молоком. Соединить три подготовленных массы в одну, посолить, поперчить и перемешать. Вылить в смазанную топленым маслом форму для запекания. Запечь в духовке при 180 градусах в течение 20 минут.",False
458,Суп из белых грибов с перловкой,8,305,9,17.0,32.0,"Возьмите примерно 50 граммов сушеных белых грибов и замочите их на час в холодной воде. Гриб начнет восстанавливать форму, отдавать в воду поверхностные горьковатые ароматы и вкусы. Эту воду надо слить, грибы промыть и залить тремя литрами воды. Добавить луковицу, одну морковь, две-три веточки тимьяна, несколько стеблей петрушки и столовую ложку черного перца горошком. Варить примерно 40 минут после закипания на медленном огне, время от времени снимая пену. После чего процедить. В сотейнике на смеси сливочного и растительного масла нужно обжарить нарезанные полукольцами две головки репчатого лука и одну крупную морковь, нарезанную мелким кубиком. Добавить к ним щепотку сахара, чтобы сделать вкус овощей более объемным, после чего потушить вместе с овощами нарезанные крупно свежие белые грибы — примерно три-пять минут, чтобы грибы впитали масло и начали источать мощный аромат. Добавить перловку и мелко нарезанный чеснок. Помешивая, обжаривать все это еще пару минут, после чего объединить с бульоном, посолить и поперчить по вкусу, можно еще заправить свеженарубленным чесноком — и варить около получаса, до готовности перловки. Подавать с нарубленным укропом и сметаной, без всяких комментариев. Грибы все скажут за себя сами.",False
459,Свинина с чесноком и сыром,4,507,53,25.0,19.0,"Мясо отделить от косточки, порезать на порционные куски, отбить, посолить и приправить с обеих сторон (приправа — по вкусу). Выложить мясо в кастрюлю, каждый кусочек промазать соевым соусом и томатной пастой и оставить на 10–15 минут. Разогреть духовку, выложить мясо на противень, промазанный подсолнечным маслом. Пока мясо готовится в духовке (30–40 минут), порезать чеснок на дольки и мелко потереть сыр. Когда мясо подрумянится — выложить на него кружочки чеснока и оставить еще на 10 минут. Затем выключить духовку и посыпать мясо сыром. Готовое мясо украсить зеленью.",False
460,Паста с тунцом и шпинатом,4,875,61,31.0,91.0,"Сварить пасту. Разморозить шпинат в сковородке. Добавить тунец из банки, предварительно слить масло. Когда все закипело — добавить сливки. Все перемешать. Добавить пасту.",False
461,Быстрые банановые кексы,4,662,11,25.0,101.0,"Духовку разогреть до 180 градусов (до 160 градусов с конвекцией). Мякоть бананов размять вилкой в пюре. Масло растереть с сахаром. Добавить яйца и бананы, перемешать. Добавить муку, разрыхлитель, соль, вымесить тесто. Разложить по формочкам. Выпекать минут 20, готовность проверить деревянной палочкой.",False
462,Запеченные баклажаны с сыром и помидорами,3,604,22,52.0,13.0,"Вымытые баклажаны нарезаем кружочками толщиной 5–7 мм. Натираем солью каждый кружочек. Противень смазываем немного растительным маслом, чтобы баклажаны не прилипли. Выкладываем на противень кружки баклажанов. Мелко рубим чеснок, кто любит поострей — можно использовать побольше чеснока. Порубленный чеснок смешиваем с майонезом. Приготовленной смесью сверху смазываем каждый кружочек баклажана. Режем тонкие прямоугольники сыра. Сыр может быть любого сорта. Кладем сверху баклажанов кусочки сыра. Режем кружочками помидоры. И кружочком помидора накрываем баклажан сверху сырного прямоугольника. Перчим баклажаны, посыпаем мелко порубленной зеленью — петрушка, укроп, базилик. Нагреваем духовку до 150–180 градусов, ставим туда баклажаны на 15–20 минут. Явным признаком готовности будет исходящий вкусный аромат с примесью чесночной ауры. Сыр должен расплавиться, а баклажаны и помидоры — запечься. Употреблять остывшими.",False
463,Тушеная говядина с овощами,4,536,38,27.0,39.0,"Порежьте мясо на небольшие кусочки и слегка обваляйте в муке. Хорошо разогрейте сковороду на среднем огне и добавьте растительное масло. Выложите мясо и подрумяньте до золотистой корочки. Затем добавьте бульон и мелко нарезанный лук. Доведите до кипения, уменьшите огонь, накройте крышкой и тушите 1 час. Добавьте нарезанные на небольшие кусочки овощи и черный перец. Снова накройте крышкой и тушите еще 30 минут до готовности овощей.",False
464,Паштет из авокадо для бутербродов,6,140,2,10.0,11.0,"Авокадо должно быть спелым, мягким, снять с него шкурку (она снимается легко руками), удалить косточку. Потереть на терке или подавить вилкой, добавить масло, сок лимона, перец, мелко нарезанный лук, зелень и все намазать на хлеб.",False
465,Рагу из тыквы с вешенками и соусом лечо,2,361,8,22.0,39.0,"Очищенный кабачок нарезать кружками толщиной около сантиметра, а тыкву — уже без кожуры и семян — ломтиками такого же размера. Посыпать овощи цедрой, снятой с половины лимона, полить лимонным соком и примерно третью оливкового масла, посолить и оставить мариноваться. Срезать верхушку луковицы и воткнуть в нее бутоны гвоздики — так их потом будет лег­че изъять из соуса. Лук, чили и болгарский перец нарезать тонкой соломкой и поджарить на части оливкового масла до мягкости. Добавить мелко натертые помидоры, перемешать и ос­тавить ­томиться под крышкой на минимальном огне. Разогреть в сотейнике остатки масла, обжарить лепестки чеснока и вешенки до золотистого цвета. В один слой разложить по сотейнику тыкву, между ее ломтиками поместить грибы, вторым ярусом уложить кабачок и тимьян, посыпать частью листьев кинзы, солью и перцем. Влить полстакана воды, а когда закипит, убавить огонь и накрыть крышкой. Минут через двадцать овощное рагу с вешенками можно снимать с огня. Главное, чтобы стали мягкими кусочки тыквы: кабачки на втором ярусе к этому времени точно будут готовы. Перцы и помидоры, томящиеся на плите почти полчаса, уже превратились в густой соус — нужно только вытащить из него верх луковицы с гвоздикой. Осталось разложить по тарелкам овощи с грибами и полить их соусом лечо. Украсить горки рагу листьями кинзы. При желании можно приправить всю эту цветную композицию свежемолотым черным перцем.",False
466,Дрожжевые пасхальные куличи,4,2087,47,60.0,347.0,"Молоко немного подогреть (чтобы оно было чуть теплое), растворить в нем дрожжи. Добавить 500 грамм муки, хорошо размешать. Поставить в теплое место. Накрыть полотенцем. Опара должна увеличиться вдвое (на это потребуется около 30 минут). Отделить белки от желтков. Желтки растереть с сахаром и ванильным сахаром. Белки взбить со щепоткой соли в пену. В подошедшую опару добавить желтки, перемешать. Следом добавить размягченное масло, перемешать. Добавить белки, перемешать. Добавить оставшуюся муку (муки может понадобиться чуть больше или меньше, это зависит от качества муки), замесить тесто. Тесто необходимо хорошо вымесить, оно не должно быть крутым и не должно прилипать к рукам. Снова поставить тесто в теплое место. Дать тесту хорошо подняться (на это потребуется 50–60 минут). Изюм замочить в теплой воде на 10–15 минут, затем всю воду слить. В подошедшее тесто добавить изюм, перемешать и снова поставить тесто в теплое место. Тесто должно хорошо подняться. Форму смазать маслом, выложить тесто на 1/3 высоты формы. Накрыть пленкой или полотенцем. Дать тесту еще раз подняться уже в форме. Поставить в разогретую до 100 градусов духовку, выпекать 10 минут. Затем температуру прибавить до 180 градусов, выпекать до готовности (у меня кулич высотой 11 см и шириной 17 см выпекался 35 минут, 10 минут при температуре 100 градусов и 25 при температуре 180 градусов). Чтобы проверить готовность кулича, проткните его спичкой (или зубочисткой) — если она сухая — кулич готов. Для глазури белки взбить со щепоткой соли в пену. Добавить сахар, взбивать до устойчивых пиков. Готовые горячие куличи смазать глазурью и посыпать кондитерской посыпкой, или украсить цукатами.",False
467,Рулет из лаваша с курицей и сыром,4,1138,92,68.0,39.0,"Отварите куриные грудки, разделите на волокна. Отварите яйца. Потрите на терке яйца, отдельно — сыр. Нашинкуйте зелень и смешайте с тертыми яйцами. На фольгу положите лист лаваша, смажьте его майонезом и сверху положите куриные волокна. Накройте листом лаваша. Смажьте лаваш майонезом, сверху положите яйца, смешанные с зеленью. Накройте листом лаваша. Также смажьте майонезом, положите сверху сыр. Сверните в рулет, плотно оберните фольгой.",False
468,Ризотто с курицей,4,739,47,19.0,87.0,"В небольшом количестве масла обжариваем сначала измельченный лук, а затем добавляем мелкие кусочки порезанного куриного филе. Когда курица побелеет, кладем в сковороду кубики желтого сладкого перца. Перемешиваем, готовим несколько минут, затем добавляем шафран. У меня был не настоящий шафран, а сафлор (иногда его продают под видом шафрана, но намного дешевле). Эту специю можно класть смело в довольно большом количестве, но если есть настоящий шафран, лучше положить его. Всыпаем в сковороду рис, солим, готовим 2–3 минуты. Добавляем вино небольшими порциями, продолжая помешивать. Когда вино впитается, начинаем небольшими порциями вливать горячий бульон. Добавляем кукурузу. Продолжаем помешивать и вливать кипящий бульон маленькими порциями. Когда рис будет почти готов, попробуйте, достаточно ли соли, поперчите. Натираем пармезан, чтобы в конце посыпать им готовое ризотто. Подаем ризотто горячим, посыпав пармезаном.",False
